valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.821,1933,0.966,"['Billie Holiday', 'Teddy Wilson']",0.69,187227,0.192,0,6EhRziqFnoHpyYrWatAoso,0.0034100000000000003,1,0.181,-13.088,1,The Way You Look Tonight (with Teddy Wilson & His Orchestra) - Take 1,13,1933,0.0459,156.503
0.8440000000000001,1933,0.8320000000000001,"['Billie Holiday', 'Teddy Wilson']",0.674,183200,0.316,0,6IxZSDvGqr60Y2hN8EhvAl,0.000858,0,0.187,-11.136,1,If Dreams Come True (with Teddy Wilson & His Orchestra) - Take 1,12,1933,0.0765,168.308
0.5429999999999999,1933,0.953,['Billie Holiday'],0.602,162067,0.13,0,7glFHKIn8reUVqoGBqY2Hw,0.0,10,0.125,-14.809,1,I've Got a Date with a Dream - Take 1,11,1933,0.0819,101.446
0.665,1933,0.921,['Mildred Bailey'],0.753,177293,0.297,0,1OkJDW2yzFGznAhBdV8LM0,0.0068,8,0.179,-11.720999999999998,1,I'm Nobody's Baby,7,1933,0.0457,90.955
0.7040000000000001,1933,0.908,"['Billie Holiday', 'Teddy Wilson']",0.787,187467,0.317,0,26j0Vp1DsZXDkOLIfLERlJ,0.000808,9,0.0813,-10.802,0,Nice Work If You Can Get It (with Teddy Wilson & His Orchestra),12,1933,0.0621,81.08800000000002
0.423,1933,0.969,['Billie Holiday'],0.516,190667,0.142,0,3Raq0TuLqYQsNpv84leOzc,2.19e-05,0,0.177,-13.873,1,The Same Old Story - Take 1,12,1933,0.0364,85.50399999999998
0.7340000000000001,1933,0.953,"['Billie Holiday', 'Teddy Wilson']",0.653,186267,0.252,0,3pHoQa202JgSYaq5PfleyV,0.00221,0,0.109,-10.673,1,April In My Heart (with Teddy Wilson & His Orchestra) - Take 1,11,1933,0.0575,107.501
0.578,1933,0.988,['Lucille Bogan'],0.385,206200,0.384,0,3xRApzIBfyaDhGoUSMsnkG,0.85,7,0.172,-12.615,1,I'm Gonna Shave You Dry,8,1933,0.0464,116.984
0.639,1933,0.951,['Billie Holiday'],0.705,152267,0.23,0,4DKozN9PIa6LJcsfQCv3tV,0.0,7,0.189,-10.82,0,Who Wants Love?,13,1933,0.0433,139.58700000000002
0.614,1933,0.97,['Billie Holiday'],0.653,174960,0.126,0,4SAmnzxAxPfMwB6nflDNdH,0.00139,10,0.116,-16.092,1,The Moon Looks Down and Laughs - Take 1,11,1933,0.0431,99.847
0.838,1933,0.935,"['Billie Holiday', 'Count Basie']",0.672,111760,0.434,0,5s93HvSRL9r6zdYAKITk6X,0.000294,9,0.14400000000000002,-9.138,0,"Swing, Brother, Swing - Live",11,1933,0.0735,77.783
0.505,1933,0.957,"['Billie Holiday', 'Teddy Wilson']",0.626,181067,0.259,0,61k2b1tL7rdHzffQ0Mm6wG,0.000229,5,0.358,-10.765999999999998,0,Everybody's Laughing (with Teddy Wilson & His Orchestra),11,1933,0.0379,115.819
0.674,1933,0.939,"['Billie Holiday', 'Teddy Wilson']",0.6970000000000001,171067,0.135,0,77e3QJ0HdxKRDWuYXK6Ur3,8.41e-05,5,0.0626,-14.389,1,I Can't Believe That You're In Love with Me (with Teddy Wilson & His Orchestra),12,1933,0.0391,102.587
0.532,1933,0.994,['Lucille Bogan'],0.6759999999999999,158493,0.221,0,12ILkVNEChtplYTq7KlMfm,8.73e-06,3,0.17,-9.743,1,Barbecue Bess,7,1933,0.0804,113.183
0.488,1933,0.945,"['Billie Holiday', 'Count Basie']",0.463,167400,0.276,0,12TDl1rlyqobXo8n2LEr0j,0.00218,2,0.0696,-9.551,1,I Can't Get Started - Live,10,1933,0.0435,79.322
0.865,1933,0.964,['Billie Holiday'],0.6729999999999999,155133,0.336,0,16kr3FFvIBhPFAhpVx3AKT,1.22e-06,3,0.255,-9.102,1,No Regrets - Take 2,11,1933,0.0448,130.325
0.387,1933,0.97,"['Duke Ellington', 'Billie Holiday']",0.459,172560,0.371,0,2OiJfpWuDBRf097Jh3xLEH,0.511,5,0.285,-11.787,1,Saddest Tale,12,1933,0.0785,120.062
0.747,1933,0.884,"['Billie Holiday', 'Teddy Wilson']",0.684,181720,0.318,0,2vMfPoZr7G5wE77AyjIWSZ,0.000313,8,0.151,-11.121,1,When You're Smiling (The Whole World Smiles with You) (with Teddy Wilson & His Orchestra) - Take 4,13,1933,0.0385,88.381
0.506,1933,0.8959999999999999,['Billie Holiday'],0.72,163067,0.139,0,2vzVpyjDF4EtY94WXRMFOb,0.0,8,0.123,-15.74,1,Dream of Life,10,1933,0.0537,100.704
0.62,1933,0.961,"['Billie Holiday', 'Count Basie']",0.505,204560,0.299,0,3wBjOlmacuiwDmTCbr8EWE,0.0007379999999999999,10,0.32299999999999995,-10.107,1,They Can't Take That Away from Me - Live,10,1933,0.0354,95.119
0.6990000000000001,1933,0.971,['Billie Holiday'],0.68,174307,0.262,0,3zeIEZz02RXrpDFNILxmjg,0.000244,2,0.159,-13.069,1,Laughing at Life - Take 1,10,1933,0.0385,92.054
0.41,1933,0.976,['Billie Holiday'],0.59,176733,0.117,0,44l7jcrAjsbIY4RpEIo2BY,0.0,0,0.168,-15.129,1,That's All I Ask of You - Take 1,10,1933,0.0718,101.185
0.268,1933,0.959,['Billie Holiday'],0.501,192960,0.116,0,4M1dw6uMMmzaSCqsdQh11M,0.0,7,0.13,-11.909,1,Our Love Is Different,10,1933,0.0304,84.87100000000002
0.4320000000000001,1933,0.97,['Billie Holiday'],0.563,188800,0.172,0,4VsREpgYD5xjN1D8319CIb,0.0,0,0.165,-12.134,0,I'm Pulling Through,11,1933,0.0504,77.04899999999998
0.505,1933,0.969,"['Billie Holiday', 'Benny Carter & His All Star Orchestra']",0.632,172800,0.18,0,5D4KRU5SA67Ihl8tFG17XG,0.000928,9,0.386,-12.078,0,St. Louis Blues (with Benny Carter & His All Star Orchestra) - Take 1,10,1933,0.0391,111.798
0.478,1933,0.985,"['Billie Holiday', 'Teddy Wilson']",0.72,162733,0.142,0,5DmRrkLKAhuxxbbWxxTm2r,0.0019,7,0.379,-12.284,1,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 1",11,1933,0.0405,100.873
0.568,1933,0.903,['Billie Holiday'],0.632,142360,0.15,0,5a3v0r74kWtNg2SBvzpQeA,0.0,7,0.438,-12.782,0,You Can't Be Mine,10,1933,0.0502,116.572
0.354,1933,0.98,"['Billie Holiday', 'Teddy Wilson']",0.703,177267,0.196,0,60rsH7NnQR215LIoRShCuS,1.73e-05,2,0.0678,-10.582,0,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 1,10,1933,0.0548,114.905
0.403,1933,0.935,['Billie Holiday'],0.568,168760,0.278,0,6HBMAhRN5KFJkyPwUFKS7g,0.0,10,0.257,-10.254,1,Everything Happens for the Best,11,1933,0.054000000000000006,95.737
0.324,1933,0.946,['Billie Holiday'],0.5539999999999999,180960,0.132,0,6W1IeC6udY2kbQRbYkgD9P,2.95e-06,10,0.115,-16.744,1,I Wish I Had You - Take 1,10,1933,0.0477,99.133
0.494,1933,0.911,['Billie Holiday'],0.648,186613,0.132,0,6dlLHilqWyUsVq4vMGa1GO,0.0,5,0.268,-15.063,1,On the Sentimental Side - Take 1,10,1933,0.0426,90.773
0.619,1933,0.882,"['Billie Holiday', 'Teddy Wilson']",0.65,167560,0.242,0,6dopcaTLaZOUFWUqYYG9wa,3.7000000000000006e-06,0,0.25,-12.218,1,My First Impression of You (with Teddy Wilson & His Orchestra) - Take 4,12,1933,0.0512,103.179
0.29,1933,0.988,['Billie Holiday'],0.539,187933,0.13,0,6lwIidVFkqrCykqM6uSmnL,1.77e-05,0,0.0952,-12.667,0,Tell Me More-More-Then Some,10,1933,0.042,78.889
0.8140000000000001,1933,0.89,['Billie Holiday'],0.579,159800,0.293,0,6v4QZtpIyZxArZbholMLvJ,0.0,10,0.236,-12.056,1,Back In Your Own Backyard - Take 1,11,1933,0.0527,158.628
0.418,1933,0.915,['Billie Holiday'],0.639,183267,0.119,0,6wsr6EPevkmLBukP6G2Fz0,0.0,0,0.287,-15.202,1,On the Sentimental Side - Take 2,11,1933,0.0396,89.066
0.941,1933,0.8109999999999999,['Guandulito'],0.669,177972,0.713,0,7BUXtsYWZHkqW6OT38HSDy,0.00074,3,0.214,-8.023,0,Váyase en Paz,9,1933-01-01,0.32,137.611
0.895,1934,0.988,"['Richard Himber and his Orchestra', 'Johnny Mercer']",0.612,164867,0.3720000000000001,0,42kZZMyWGoiFScVmZhSNhy,3.64e-05,0,0.0921,-8.802999999999997,0,Doin' The Uptown Lowdown,35,1934-07-01,0.138,201.256
0.325,1934,0.946,"['George Gershwin', 'Jascha Heifetz', 'Brooks Smith']",0.397,142347,0.133,0,6mkXQQmipzkFy5dZZ35UcC,0.17,2,0.103,-18.558,0,It Ain't Necessarily So,32,1934,0.0462,106.359
0.856,1934,0.632,"['Pablo de Sarasate', 'Jascha Heifetz', 'William Steinberg', 'RCA Victor Symphony Orchestra']",0.526,104480,0.461,0,3MRuLuNoT3pr4hD1kkHS2p,0.674,9,0.0963,-16.5,0,"Zigeunerweisen, Op. 20: IV. Allegro molto vivace",29,1934,0.0492,84.897
0.345,1934,0.973,['Roy Fox'],0.49,193160,0.0633,0,6iF5MCh63R0Kcd9L4WOzH1,9.62e-05,8,0.278,-22.957,1,This Is Romance,26,1934,0.0357,110.037
0.267,1934,0.982,['Bunny Berigan and His Orchestra'],0.47,286160,0.0653,0,0JdVqkiIjDbjHtCWPsxFP6,0.0516,0,0.0804,-17.430999999999994,1,"I Can't Get Started (From ""Ziegfeild Follies of 1936"")",19,1934,0.0611,72.54
0.514,1934,0.993,['James Piano Bar'],0.496,136698,0.103,0,0q5jFouCP3khCQophmrEK5,0.971,7,0.106,-17.329,0,For All We Know,17,1934,0.0869,73.262
0.234,1934,0.994,['James Piano Bar'],0.384,143777,0.245,0,5weL17dQW7injgVolgZxA4,0.968,10,0.115,-19.97,1,Blue Moon,17,1934,0.0679,68.505
0.59,1934,0.98,"['Richard Himber and his Orchestra', 'James Harkins']",0.462,256867,0.377,0,4t2K8DaMKVNtJwaXVdx7Qy,0.00216,1,0.116,-10.725,1,Dancing On The Ceiling - Of Thee I Sing,15,1934-07-01,0.0492,118.891
0.685,1934,0.973,['Benny Goodman'],0.561,189067,0.21,0,4vF9qufYzGf0fEVx8II8az,0.0366,7,0.104,-13.623,0,"Santa Claus Came in the Spring (From ""Beat the Band"")",15,1934,0.0537,149.326
0.62,1934,0.969,['Roy Fox'],0.6920000000000001,180760,0.17800000000000002,0,0C9NmODjSsn3E8nbipUAvT,0.0041,0,0.0863,-16.108,0,The Very Thought of You (Roy Fox),16,1934,0.0606,130.546
0.961,1934,0.991,['Louis Armstrong'],0.6970000000000001,160470,0.404,0,0Y4XuSc5sdrH14rFyaFJaK,0.723,7,0.748,-10.104,1,St. Louis Blues,14,1934-01-01,0.378,127.859
0.8909999999999999,1934,0.953,"['Bunny Berigan', 'Tommy Dorsey', 'Fats Waller', 'Dick McDonough', 'George Wettling']",0.638,185067,0.637,0,0vkoKV5iV35KDHOQXF2KIH,0.878,5,0.0418,-9.097,1,Honeysuckle Rose,11,1934,0.0578,109.433
0.556,1934,0.984,"['Richard Himber and his Orchestra', 'Joey Nash']",0.52,163400,0.281,0,6Eamtb4aRX2UtPf87JflyP,0.00028,2,0.211,-8.776,0,Goodbye Love,8,1934-07-01,0.0366,114.124
0.807,1934,0.924,['Bunny Berigan'],0.698,163133,0.578,0,0Ima424rYDqZ1jAoa7onX7,0.87,4,0.307,-9.299,0,Troubled,7,1934,0.0535,94.772
0.515,1934,0.993,['Louis Armstrong'],0.588,176364,0.132,0,7Dq901ZJYfVHWZG82B6xCC,0.00489,0,0.498,-11.077,1,On The Sunny Side Of The Street,14,1934-01-01,0.0702,97.745
0.838,1934,0.972,"['Richard Himber and his Orchestra', 'Joey Nash']",0.452,171400,0.297,0,0kbpf9Tk3TCRYVsW0LW2pJ,0.006509999999999999,3,0.18600000000000005,-9.186,1,My Dancing Lady,4,1934-07-01,0.0348,151.67600000000004
0.516,1934,0.905,"['Richard Himber and his Orchestra', 'Joey Nash']",0.312,194627,0.29600000000000004,0,0t1nlXv6c59jcQdRbCS32N,0.0214,5,0.142,-11.924,1,What Can You Say In A Love Song,3,1934-07-01,0.0365,116.888
0.035,1934,0.994,"['Frédéric Chopin', 'Alfred Cortot']",0.359,109867,0.0262,0,0udEEaLzQtzM2g9vmChYdC,0.944,4,0.127,-19.132,0,"Chopin: 24 Preludes, Op. 28: No. 4 in E Minor",8,1934,0.0541,79.571
0.611,1934,0.8859999999999999,"['Richard Himber and his Orchestra', 'Joey Nash']",0.446,153787,0.242,0,2SYNroABY0if34gYbA6cbY,0.000243,3,0.0867,-12.159,1,Were You Foolin',4,1934-07-01,0.0404,147.54399999999995
0.0942,1934,0.7559999999999999,"['Pablo de Sarasate', 'Jascha Heifetz', 'William Steinberg', 'RCA Victor Symphony Orchestra']",0.247,111560,0.0767,0,4aHQUcd0xRdIBOLQzQtO82,0.25,0,0.16699999999999998,-24.705,0,"Zigeunerweisen, Op. 20: III. Un poco piú lento",6,1934,0.0418,100.953
0.262,1934,0.974,['Roy Fox'],0.321,184360,0.0686,0,595xmcbGIdf9C0A2rQctCE,0.046,7,0.116,-21.358,1,My Sweet (Roy Fox),6,1934,0.0411,64.494
0.35700000000000004,1934,0.986,"['Richard Himber and his Orchestra', 'Joey Nash']",0.411,193400,0.402,0,6DYhBKrPfkq4uCm1IyVO2f,0.000301,1,0.123,-11.069,1,It Isn't Fair,4,1934-07-01,0.0353,109.64
0.96,1934,0.905,"['Benny Goodman', 'Bunny Berigan']",0.612,153827,0.3,0,6SThM2OLHggSH62gXGXHGf,0.924,5,0.0451,-13.226,1,Jingle Bells,6,1934,0.079,197.791
0.151,1934,0.994,"['Frédéric Chopin', 'Alfred Cortot']",0.402,472453,0.0649,0,6rnh29nnK4xQV7LBpfTAgw,0.885,1,0.117,-23.879,1,"Chopin: Barcarolle in F-Sharp Major, Op. 60",9,1934,0.0372,129.804
0.725,1934,0.96,"['Ruth Gaylor', 'Bunny Berigan']",0.6890000000000001,201240,0.156,0,1f1Ge5ulaWpOvEYeY5Keta,4.870000000000001e-05,8,0.329,-14.069,1,The Pied Piper,3,1934,0.0691,144.13299999999995
0.925,1934,0.973,"['Billie Holiday', 'Benny Goodman']",0.731,181573,0.447,0,1lsPoBeNyRkAsx26RwQ4Xn,0.0,5,0.363,-10.282,1,Jeepers Creepers (with Benny Goodman & His Orchestra),4,1934,0.14,104.298
0.602,1934,0.974,['Tommy Dorsey'],0.43,185267,0.146,0,22MXtMhSYIFONBheF9H41t,0.908,5,0.391,-16.57,1,Song of India,2,1934,0.0559,175.058
0.402,1934,0.99,"['Richard Himber and his Orchestra', 'Joey Nash']",0.502,182947,0.238,0,299CyMflSkpmo3NPiqAq06,0.0111,5,0.102,-10.025,0,Everything I Have Is Yours,3,1934-07-01,0.0405,124.158
0.376,1934,0.8390000000000001,['Billie Holiday'],0.654,178507,0.159,0,4hKKFfFOYMvJUAffz1ATZA,0.0,0,0.7170000000000001,-13.883,1,That's All I Ask of You - Alternate Take,4,1934,0.0683,103.412
0.509,1934,0.953,"['Richard Himber and his Orchestra', 'Joey Nash']",0.495,185427,0.294,0,4tuy7NOS9I5yb4KDhtUgLu,3.32e-06,5,0.203,-10.791,1,Love Is The Thing,3,1934-07-01,0.0433,116.437
0.048,1934,0.8140000000000001,"['Pablo de Sarasate', 'Jascha Heifetz', 'William Steinberg', 'RCA Victor Symphony Orchestra']",0.21,218720,0.124,0,55ShbHrmHp4vBqBaCKEIYs,0.444,0,0.155,-20.145,0,"Zigeunerweisen, Op. 20: II. Lento",6,1934,0.0444,86.626
0.47,1934,0.816,"['Richard Himber and his Orchestra', 'Joey Nash']",0.614,181800,0.344,0,6b6Ux06pFD6XWRxheIuAEk,0.0,3,0.132,-9.729,0,Winter Wonderland,5,1934-07-01,0.0523,123.194
0.199,1934,0.973,"['Camille Saint-Saëns', 'Jascha Heifetz', 'William Steinberg', 'RCA Victor Symphony Orchestra']",0.343,85787,0.138,0,0myoO4JeNHYJCPPGLFJRqV,0.157,9,0.282,-23.645,0,"Introduction and Rondo Capriccioso, Op. 28: Andante",3,1934,0.0461,95.298
0.532,1934,0.97,"['Billie Holiday', 'Teddy Wilson']",0.7390000000000001,162107,0.15,0,0sg8zFrCzObI6AtfEzhvEu,0.00233,7,0.42,-13.117,1,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 2",3,1934,0.0391,101.369
0.5,1934,0.96,['Billie Holiday'],0.6,166600,0.128,0,0zvnDRyg1LLnMU4zaoXJqz,5.44e-05,8,0.168,-13.619000000000002,1,Falling In Love Again - Take 2,3,1934,0.0603,129.235
0.743,1934,0.911,['Billie Holiday'],0.6,159360,0.306,0,1LJVsmwzIC2vxffCkJiIGF,0.000237,5,0.397,-10.592,1,I Hear Music - Take 2,3,1934,0.0601,165.517
0.607,1934,0.885,['Billie Holiday'],0.537,162107,0.279,0,1gQK2knIi0R2uLbRrNWii0,0.0013,5,0.0358,-9.014,0,Practice Makes Perfect - Take 3,3,1934,0.0452,145.60399999999996
0.512,1934,0.901,"['Billie Holiday', 'Teddy Wilson']",0.682,183907,0.158,0,20uGXvQblrwLzNFA3ko8c9,2.42e-06,7,0.0817,-11.946,1,More Than You Know (with Teddy Wilson & His Orchestra) - Take 2,4,1934,0.0423,99.69
0.613,1934,0.973,"['Bunny Berigan', 'Gene Gifford And His Orchestra', 'Joe ""Wingy"" Manone']",0.59,193827,0.253,0,234R6rBe6of88kvmB1mTkj,0.713,5,0.498,-11.599,1,Nothin' But the Blues,2,1934,0.0583,104.993
0.7290000000000001,1934,0.922,"['Grigoras Dinicu', 'Jascha Heifetz']",0.539,126493,0.245,0,256ozTtpIqq2IN72BcDKBw,0.6970000000000001,3,0.094,-19.679,1,Hora Staccato,4,1934,0.041,75.40100000000002
0.575,1934,0.92,['Billie Holiday'],0.63,155000,0.28300000000000003,0,2MH2yQOuudHLRkX7UJ2BCJ,0.004079999999999999,5,0.0712,-9.173,0,Practice Makes Perfect - Take 2,3,1934,0.041,76.251
0.276,1934,0.98,['Billie Holiday'],0.49,182827,0.158,0,2VP86sIVvK9j0D95Q34b04,0.00023,1,0.122,-14.713,1,Under a Blue Jungle Moon - Take 2,3,1934,0.054000000000000006,88.087
0.64,1934,0.875,"['Billie Holiday', 'Teddy Wilson']",0.59,191960,0.248,0,2h7OSfDgRrb6A7ngcMDpsH,0.000194,0,0.149,-11.667,1,April In My Heart (with Teddy Wilson & His Orchestra) - Take 2,4,1934,0.0548,103.43
0.344,1934,0.943,['Billie Holiday'],0.423,181733,0.16699999999999998,0,3UyQdCIFvm3lBUk2GLURK9,5.76e-06,0,0.264,-11.086,0,You're Too Lovely to Last - Take 2,3,1934,0.034,81.119
0.246,1934,0.97,['Billie Holiday'],0.47,207467,0.215,0,3ka6UxN8sLnrW5e26ZZmRT,0.00013000000000000002,5,0.37,-10.214,1,I'm All for You - Take 2,3,1934,0.0409,79.219
0.619,1934,0.96,"['Billie Holiday', 'Teddy Wilson']",0.585,183333,0.172,0,3rNNBBc8aCBLo9gvifZPt3,0.00333,5,0.0826,-12.835,1,They Say (with Teddy Wilson & His Orchestra) - Take 2,3,1934,0.0597,119.722
0.5920000000000001,1934,0.967,"['Billie Holiday', 'Teddy Wilson']",0.742,173627,0.107,0,3txg5deOKoQlNhKnLjmt6b,7.29e-06,9,0.112,-12.924,0,You're so Desirable (with Teddy Wilson & His Orchestra) - Take 2,3,1934,0.0386,105.929
0.616,1934,0.877,['Billie Holiday'],0.5479999999999999,164133,0.308,0,4TsWxY9h3rJPt2qm0Ny0BC,0.00273,8,0.0598,-8.523,1,Practice Makes Perfect - Take 4,2,1934,0.0426,145.748
0.865,1934,0.98,"['Richard Himber and his Orchestra', 'Terry Shand']",0.615,187893,0.35,0,4aeBoNL5ZRSYH3ae6YsJo2,3.76e-05,2,0.0951,-11.976,1,Who's Afraid Of The Big Bad Wolf?,4,1934-07-01,0.206,199.18400000000003
0.391,1934,0.966,['Billie Holiday'],0.526,189933,0.14400000000000002,0,5YF8Txczos2jYR2zh8p86t,9.17e-06,9,0.413,-13.75,0,The Same Old Story - Take 2,3,1934,0.0338,85.94200000000002
0.44,1934,0.953,['Billie Holiday'],0.581,189667,0.11,0,68l4RTNtJ3BYW5ZK1rpHQz,4.22e-06,9,0.401,-16.086,0,The Same Old Story - Take 3,3,1934,0.0382,86.414
0.695,1934,0.979,"['Billie Holiday', 'Benny Goodman']",0.5820000000000001,149507,0.33,0,6IZm3pIbX4bFNpspZmyHM2,0.0,5,0.174,-11.573,1,I Cried for You (with Benny Goodman & His Orchestra),3,1934,0.0385,73.012
0.775,1934,0.0367,['Nomy'],0.478,238250,0.802,0,6xdUra20DRoe2kwTIAFtgd,0.0335,10,0.129,-4.4460000000000015,1,Hey Monkey - LOL Edit,4,1934-06-06,0.0659,140.04399999999998
0.494,1934,0.966,"['Billie Holiday', 'Teddy Wilson']",0.728,178693,0.153,0,7ETNjuS6jQoF8nnPXL3zRj,3.33e-06,2,0.161,-12.489,0,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 2,3,1934,0.0488,113.952
0.281,1934,0.953,"['Pablo de Sarasate', 'Jascha Heifetz', 'William Steinberg', 'RCA Victor Symphony Orchestra']",0.22,56480,0.112,0,7e7WKorfoVrih1UOliVYTk,0.7979999999999999,0,0.0867,-18.063,0,"Zigeunerweisen, Op. 20: I. Moderato",5,1934,0.038,72.16
0.713,1934,0.901,['Billie Holiday'],0.522,174093,0.332,0,7gpHfI6nj0k2dY5qVHCs4I,0.0,6,0.305,-10.607,0,Laughing at Life - Take 2,3,1934,0.0535,181.593
0.474,1934,0.947,"['Billie Holiday', 'Teddy Wilson']",0.659,174200,0.0983,0,7t8z32FpcO4UaOGnaz7zLx,2.26e-05,5,0.098,-13.066,1,Let's Dream In the Moonlight (with Teddy Wilson & His Orchestra) - Take 1,4,1934,0.0431,107.992
0.349,1934,0.979,['Billie Holiday'],0.469,182173,0.142,0,7wWFyiCNQ9QNy9qDm5Gedx,7.37e-06,8,0.244,-15.037,1,Night and Day - Take 2,3,1934,0.0349,94.325
0.6609999999999999,1934,0.989,['Jack Jackson & His Orchestra'],0.659,187893,0.0956,0,00RuTdbcWPRIvUO71qRS4Z,0.0821,0,0.31,-19.949,0,Because It's Love,0,1934,0.0623,117.341
0.079,1934,0.993,"['Frédéric Chopin', 'Alfred Cortot']",0.251,136253,0.00251,0,0133n4aRjt1eFhgDLGi0RO,0.938,7,0.128,-31.611,1,"Chopin: 24 Preludes, Op. 28: No. 2 in A Minor",3,1934,0.0653,78.885
0.784,1934,0.983,"['Tommy Dorsey', 'Jack Leonard', 'Bunny Berigan']",0.52,196800,0.162,0,03P0VmWzrzGoWCrF68coiR,0.0315,5,0.0896,-15.741,1,Marie,1,1934,0.0607,165.541
0.7929999999999999,1934,0.993,"['Francisco Canaro', 'Carlos Galán']",0.5,198000,0.213,0,03nqzgT74U7DvePlJBX0rF,0.00119,7,0.364,-11.659,1,Mentir en Amor Es Pecado - Remasterizado,0,1934-01-10,0.0465,137.782
0.364,1934,0.972,['Bunny Berigan'],0.607,190440,0.0628,0,04J4GM5KscKk4M2RDEL0mZ,0.667,0,0.263,-15.865,1,Candlelights,0,1934,0.0454,120.253
0.484,1934,0.933,['Jack Jackson & His Orchestra'],0.509,183880,0.108,0,04VoYeOWFxSeoVlYq1GD7t,0.00554,10,0.257,-19.644,1,Old Fashioned Sweethearts,0,1934,0.0381,76.972
0.0796,1934,0.994,"['Frédéric Chopin', 'Alfred Cortot']",0.398,250960,0.0474,0,06d0WyyHUBkfTXHhigCHHm,0.91,9,0.0882,-21.971,1,"Chopin: Prelude in C-Sharp Minor, Op. 45",2,1934,0.0353,128.873
0.526,1934,0.991,['Safiye Ayla'],0.398,183928,0.426,0,06nFx1mKlztOTRWkDXGke8,0.42,9,0.408,-8.826,1,Florya'da Sahilde Gördüm Onu,0,1934-03-22,0.0478,111.525
0.527,1934,0.906,['Morris Hot Babies'],0.6940000000000001,202493,0.36,0,08LVagORwMpz5CIXGRl22y,0.88,0,0.109,-11.686,1,Fats Waller Stomp,0,1934,0.043,102.911
0.392,1934,0.987,['Πέτρος Κυριακός'],0.462,126002,0.242,0,08gNINeWkkHiP1kaeE0PGw,0.0,8,0.21,-16.414,0,Ο τεμπέλης,0,1934-01-01,0.192,81.875
0.596,1934,0.979,['Ignacio Corsini'],0.6779999999999999,156560,0.152,0,0A8xrRnrdqyqQrZXwogPQ7,0.000154,3,0.182,-16.194000000000006,0,Hopa Hopa - Remasterizado,0,1934-06-26,0.0798,101.001
0.33,1934,0.823,['Bunny Berigan'],0.518,198493,0.319,0,0BlRvOWNKLl3OfF46o6akN,0.00124,0,0.8440000000000001,-11.629,0,I've Found A New Baby,0,1934,0.0519,139.697
0.127,1934,0.985,"['Ludwig van Beethoven', 'Paris Conservatoire Orchestra']",0.269,921187,0.111,0,0DhwCvMDnXHuehsT5uwNbn,0.823,8,0.118,-19.736,1,Piano Concerto No. 3 in C Minor Op. 37: I Allegro con brio (cadenza: Moscheles),0,1934,0.041,72.411
0.495,1934,0.995,['Ignacio Corsini'],0.66,220333,0.118,0,0Dv3d9x02E0r0WJjTF5nUT,0.259,5,0.112,-19.224,1,Perdona Si No Vuelvo - Remasterizado,0,1934-06-26,0.217,113.752
0.79,1934,0.922,['Jimmie Lunceford & His Orchestra'],0.616,162395,0.23,0,0Fr28qLZQFfM3NXxukvek0,0.6890000000000001,0,0.0875,-11.709,1,Shake Your Head (From Side to Side),0,1934-04-25,0.226,202.043
0.8370000000000001,1934,0.994,"['Francisco Canaro', 'Carlos Galán']",0.664,150507,0.199,0,0HY5MbYa1nDonQPIIWEquH,0.0434,2,0.105,-14.33,1,Tormento - Remasterizado,0,1934-01-10,0.0569,117.831
0.902,1934,0.992,['Ignacio Corsini'],0.629,150413,0.39,0,0HzoRw2LEFYbtTk3ojzjTw,0.000301,4,0.168,-16.404,1,Pillerías - Remasterizado,0,1934-06-26,0.0554,116.436
0.931,1934,0.963,"['Nikolai Rimsky-Korsakov', 'Jascha Heifetz', 'Arpárd Sándor']",0.396,72493,0.401,0,0JNXo8F50Y0MoVnmhDN4Xn,0.904,7,0.362,-19.892,0,The Flight of the Bumblebee (from Tsar Saltan),1,1934,0.0458,193.031
0.49,1934,0.941,['Roy Fox'],0.511,184040,0.0971,0,0KK4FdA2DpFBYIJ7uKXMJA,0.0531,10,0.118,-21.309,1,There's a Ring Around the Moon,1,1934,0.0495,120.366
0.341,1934,0.903,['Maurice Jaubert'],0.419,236013,0.439,0,0KvEqjcLjxeaDGfYsKH2gs,0.208,5,0.166,-12.65,1,Suite 1 (From Drôle de drame) (1937),0,1934-01-01,0.0905,118.347
0.7829999999999999,1934,0.754,['Jimmie Lunceford & His Orchestra'],0.648,182751,0.264,0,0N1i4dQs5TEuzHZQkHxNGb,0.00014,8,0.18,-12.827,1,Tain't What You Do (It's the Way That Cha Do It),1,1934-04-25,0.241,161.929
0.7040000000000001,1934,0.97,['Bunny Berigan'],0.711,185133,0.25,0,0OFBp294QWjCNeb1eotlTa,0.897,2,0.117,-14.439,0,Russian Lullaby,1,1934,0.0421,116.423
0.917,1934,0.993,"['Francisco Canaro', 'Carlos Galán']",0.721,173493,0.265,0,0Q3WMao3drcsgWABuV5Ok7,0.344,2,0.231,-13.214,0,La Mezquita - Remasterizado,0,1934-01-10,0.0531,123.464
